country_or_area,year,demand,production,exports,imports,geothermal,hydro,solar,tide,wind
American Samoa,2011,148.4,155,0,0,0,0,0,0,0
Gibraltar,2007,152,155,0,0,0,0,0,0,0
Togo,1990,440,154,0,286,0,95,0,0,0
Rwanda,1996,181,154,3,50,0,150,0,0,0
Benin,2006,743,154,0,589,0,0,0,0,0
Niger,1996,347.78,152.41,0,199.3,0,0,0,0,0
Niger,1999,379.39,152.35,0,232.4,0,0,0,0,0
Guernsey,2010,391.5,152.2,0,239.3,0,0,0,0,0
St. Lucia,1992,146.6,152.1,0,0,0,0,0,0,0
Belize,1996,173,152,0,25,0,61,0,0,0
Gambia,2002,147.2,151.2,0,0,0,0,0,0,0
Gibraltar,2006,148,151,0,0,0,0,0,0,0
Niger,1997,355.15,150.33,0,209.4,0,0,0,0,0
Antigua and Barbuda,2000,147,150,0,0,0,0,0,0,0
American Samoa,1997,141,150,0,0,0,0,0,0,0
Central African Rep.,2004,149,150,0,0,0,125,0,0,0
Benin,2010,1085,150,0,935,0,0,0,0,0
Chad,2008,137,150,0,0,0,0,0,0,0
State of Palestine,2002,2456.3,149.3,0,2307,0,0,0,0,0
Grenada,2002,144.74,149.02,0,0,0,0,0,0,0
Niger,1995,344.7,148.8,0,195.9,0,0,0,0,0
Seychelles,1997,145,148.5,0,0,0,0,0,0,0
St. Kitts-Nevis,2000,141.4,148.4,0,0,0,0,0,0,0
Belize,2004,378.065,148.219,0,236,0,63.85,0,0,0
Niger,1994,320.1,148.1,0,172,0,0,0,0,0
Belize,1995,169,148,0,24,0,40,0,0,0
Grenada,2005,140.92,147.31,0,0,0,0,0,0,0
Gambia,2001,142,147,0,0,0,0,0,0,0
Cabo Verde,2000,142.42,146.42,0,0,0,0,0,0,7.9
Niger,1998,366.7,146.01,0,225.6,0,0,0,0,0
St. Vincent-Grenadines,2011,141,145.28,0,0,0,31.24,0,0,0
St. Vincent-Grenadines,2012,141.21,145.28,0,0,0,31.24,0,0,0
Gibraltar,2005,142,145,0,0,0,0,0,0,0
Sierra Leone,1996,140.2,144.2,0,0,0,0,0,0,0
Rwanda,1997,177,144,3,55,0,140,0,0,0
Belize,1994,164,144,0,23,0,0,0,0,0
Togo,1997,505,144,0,361,0,93,0,0,0
Isle of Man,2003,423.1,143.9,4,283.2,0,2.3,0,0,0
Rwanda,2004,247.5,143.7,2.2,116,0,84.3,0,0,0
Sierra Leone,2003,139.6,143.6,0,0,0,16,0,0,0
Isle of Man,2002,419,143,4,280,0,3,0,0,0
American Samoa,1996,134,143,0,0,0,0,0,0,0
Grenada,2001,138.73,142.54,0,0,0,0,0,0,0
Burundi,2010,229.031,142.031,0,95,0,124.495,0,0,0
St. Vincent-Grenadines,2010,136.7,141.7,0,0,0,24.3,0,0,0
Burundi,2012,232.295,141.695,0,98.6,0,138.807,0,0,0
Burundi,2011,231.751,141.151,0,98.6,0,128.246,0,0,0
St. Vincent-Grenadines,2007,137.5,141.1,0,0,0,22.7,0,0,0
Mayotte,2004,132,141,0,0,0,0,0,0,0
Maldives,2003,141,141,0,0,0,0,0,0,0
Timor-Leste,2011,140.1,140.1,0,0,0,0,0,0,0
Belize,2002,314,140,0,181,0,94,0,0,0
Antigua and Barbuda,1999,137,140,0,0,0,0,0,0,0
Belize,1992,155,140,0,18,0,0,0,0,0
St. Vincent-Grenadines,2009,135,140,0,0,0,24,0,0,0
St. Vincent-Grenadines,2008,134.2,139.2,0,0,0,23.7,0,0,0
Belize,2001,293,139,0,159,0,96,0,0,0
St. Vincent-Grenadines,2013,134.888889,139,0,0,0,30.58,0,0,0
Sierra Leone,2008,137.776,138.776,0,0,0,95.776,0,0,0
Sierra Leone,2001,134.7,138.7,0,0,0,15.2,0,0,0
Belize,2000,260,137,0,127,0,96,0,0,0
American Samoa,1995,130,137,0,0,0,0,0,0,0
Timor-Leste,2010,136.61,136.61,0,0,0,0,0,0,0
Gibraltar,2004,133,136,0,0,0,0,0,0,0
Burundi,1991,134,136,0,21,0,134,0,0,0
Grenada,2004,130.22,135.92,0,0,0,0,0,0,0
Seychelles,1996,131.53,135.53,0,0,0,0,0,0,0
Jersey,2014,696.7,135.3,0,581.3,0,0,0,0,0
St. Vincent-Grenadines,2006,130.4,134.3,0,0,0,23.2,0,0,0
Gibraltar,2003,131,134,0,0,0,0,0,0,0
Rwanda,1999,183.2,132,0.8,70,0,128,0,0,0
British Virgin Islands,2014,126,132,0,0,0,0,0,0,0
Turks and Caicos Islands,2005,128,132,0,0,0,0,0,0,0
Sierra Leone,2009,131.47,131.977,0,0,0,87.977,0,0,0
St. Kitts-Nevis,1999,125.8,131.8,0,0,0,0,0,0,0
Timor-Leste,2009,131.701,131.701,0,0,0,0,0,0,0
St. Vincent-Grenadines,2005,127.5,131.7,0,0,0,25.5,0,0,0
British Virgin Islands,2011,125,131,0,0,0,0,0,0,0
Samoa,2007,130,131,0,0,0,59,0,0,0
Grenada,2000,127.79,130.7,0,0,0,0,0,0,0
Maldives,2002,130.3,130.3,0,0,0,0,0,0,0
British Virgin Islands,2012,124,130,0,0,0,0,0,0,0
Chad,2006,119,130,0,0,0,0,0,0,0
British Virgin Islands,2013,124,130,0,0,0,0,0,0,0
Rwanda,1998,170.2,130,0.8,59,0,126,0,0,0
American Samoa,1994,125,130,0,0,0,0,0,0,0
Antigua and Barbuda,1998,127,130,0,0,0,0,0,0,0
Burundi,2002,154.7,129.3,0,35,0,127.3,0,0,0
Chad,2007,118,129,0,0,0,0,0,0,0
Chad,2005,118,129,0,0,0,0,0,0,0
Seychelles,1995,125,129,0,0,0,0,0,0,0
Gibraltar,2002,126,129,0,0,0,0,0,0,0
Benin,2009,994,128,0,866,0,0,0,0,0
British Virgin Islands,2010,122,128,0,0,0,0,0,0,0
Samoa,2002,126.56,127.1,0,0,0,63.6,0,0,0
Mayotte,2003,118,127,0,0,0,0,0,0,0
Andorra,2014,542,126.8,0,415.2,0,113.4,0,0,0
Gibraltar,2001,123,126,0,0,0,0,0,0,0
Seychelles,1994,122,126,0,0,0,0,0,0,0
Timor-Leste,2012,126,126,0,0,0,0,0,0,0
St. Kitts-Nevis,1998,119.4,125.4,0,0,0,0,0,0,0
British Virgin Islands,2009,119,125,0,0,0,0,0,0,0
Gibraltar,2000,122,125,0,0,0,0,0,0,0
Belize,1991,133,125,0,11,0,0,0,0,0
"Bonaire, St Eustatius, Saba",2014,113,124.1,0,0,0,0,0,0,2.2
Andorra,1995,324,124,0,200,0,124,0,0,0
Equatorial Guinea,2008,110,122,0,0,0,39,0,0,0
Equatorial Guinea,2010,110,122,0,0,0,39,0,0,0
Equatorial Guinea,2009,110,122,0,0,0,39,0,0,0
Equatorial Guinea,2004,110,122,0,0,0,39,0,0,0
American Samoa,1993,119,122,0,0,0,0,0,0,0
Burundi,1997,127,122,0,28,0,120,0,0,0
Equatorial Guinea,2005,110,122,0,0,0,39,0,0,0
Chad,2004,113,122,0,0,0,0,0,0,0
Equatorial Guinea,2007,110,122,0,0,0,39,0,0,0
Equatorial Guinea,2006,110,122,0,0,0,39,0,0,0
"Bonaire, St Eustatius, Saba",2013,110.3,121.9,0,0,0,0,0,0,0
Burundi,2009,204.697,121.147,0,91.55,0,116.778,0,0,0
British Virgin Islands,2008,116,121,0,0,0,0,0,0,0
St. Vincent-Grenadines,2004,116.9,120.7,0,0,0,27.1,0,0,0
Samoa,2014,117,120.6,0,0,0,35.6,0,0,0
Samoa,2013,117,120.6,0,0,0,35.6,0,0,0
Samoa,2008,119,120.5,0,0,0,49,0,0,0
Burundi,1995,124,120,0,26,0,118,0,0,0
Andorra,1992,310,120,0,190,0,120,0,0,0
Gibraltar,1999,118,120,0,0,0,0,0,0,0
Burundi,1996,123,120,0,26,0,118,0,0,0
Antigua and Barbuda,1997,117,120,0,0,0,0,0,0,0
Andorra,1991,310,120,0,190,0,120,0,0,0
Andorra,1990,310,120,0,190,0,120,0,0,0
Andorra,1994,312,120,0,192,0,120,0,0,0
Andorra,1993,304,120,0,184,0,120,0,0,0
Sierra Leone,2004,115.8,119.8,0,0,0,16.9,0,0,0
Rwanda,2003,223.1,119.6,3.3,121,0,117.6,0,0,0
Burundi,2007,188.767,119.459,0,77.408,0,117.459,0,0,0
"Bonaire, St Eustatius, Saba",2012,107.3,118.6,0,0,0,0,0,0,0
Palau,2005,113,118,0,0,0,0,0,0,0
Rwanda,2005,193,117.8,1.8,89,0,65.7,0,0,0
Cabo Verde,1999,113.78,117.28,0,0,0,0,0,0,7.8
Samoa,2012,116.7,117.2,0,0,0,36.8,0,0,0
St. Kitts-Nevis,1997,111.1,117.1,0,0,0,0,0,0,0
Burundi,1994,121,117,0,26,0,115,0,0,0
Burundi,2001,149,117,0,35,0,115,0,0,0
Seychelles,1993,113,117,0,0,0,0,0,0,0
Grenada,1999,113.26,116.67,0,0,0,0,0,0,0
Maldives,2001,116.5,116.5,0,0,0,0,0,0,0
Samoa,2010,115.7,116.2,0,0,0,47.7,0,0,0
Samoa,2006,115.5,116,0,0,0,52.5,0,0,0
Gibraltar,1998,114,116,0,0,0,0,0,0,0
Turks and Caicos Islands,2004,112,116,0,0,0,0,0,0,0
Mayotte,2002,107,115.1,0,0,0,0,0,0,0
Chad,2003,106,115,0,0,0,0,0,0,0
Samoa,2003,114.58,115,0,0,0,55,0,0,0
Andorra,2013,550,114.7,3,438.3,0,101.8,0,0,0
Samoa,2011,113.5,114,0,0,0,35.2,0,0,0
Burundi,2008,182.539,113.789,0,76.55,0,111.789,0,0,0
Palau,2004,109,113.6,0,0,0,0,0,0,0
Rwanda,2000,190.5,113,1,94,0,109,0,0,0
Samoa,2009,112,112.8,0,0,0,38.7,0,0,0
Andorra,2010,584.1,112.7,0,471.3,0,100,0,0,0
Burundi,1998,115,112,0,26,0,110,0,0,0
Burundi,1993,115,111,0,26,0,109,0,0,0
Gibraltar,1997,109,111,0,0,0,0,0,0,0
Guernsey,2008,367.8,110.7,0,257.1,0,0,0,0,0
Timor-Leste,2008,110.514,110.514,0,0,0,0,0,0,0
Samoa,2005,110.27,110.5,0,0,0,51,0,0,0
Sierra Leone,1998,106.3,110.3,0,0,0,0,0,0,0
British Virgin Islands,2007,104,110,0,0,0,0,0,0,0
Seychelles,1992,106,110,0,0,0,0,0,0,0
Central African Rep.,2003,110,110,0,0,0,84,0,0,0
Burundi,1990,104,110,0,16,0,108,0,0,0
Turks and Caicos Islands,2003,107,110,0,0,0,0,0,0,0
Gibraltar,1996,108,110,0,0,0,0,0,0,0
Palau,2001,105,110,0,0,0,0,0,0,0
Palau,2003,105,110,0,0,0,0,0,0,0
Andorra,1996,335,110,0,225,0,110,0,0,0
Samoa,2001,109.55,109.9,0,0,0,48.9,0,0,0
Antigua and Barbuda,1996,106,109,0,0,0,0,0,0,0
Palau,2002,104,109,0,0,0,0,0,0,0
St. Vincent-Grenadines,2003,105.2,108.2,0,0,0,20.7,0,0,0
American Samoa,1991,106,108,0,0,0,0,0,0,0
American Samoa,1992,106,108,0,0,0,0,0,0,0
Central African Rep.,2001,108,108,0,0,0,83,0,0,0
Central African Rep.,2002,108,108,0,0,0,83,0,0,0
Belize,1990,111,108,0,6,0,0,0,0,0
Gibraltar,1995,106,108,0,0,0,0,0,0,0
Grenada,1998,102.78,107.78,0,0,0,0,0,0,0
Palau,2006,103,107.6,0,0,0,0,0,0,0
Chad,2002,98,107,0,0,0,0,0,0,0
Palau,2000,102,107,0,0,0,0,0,0,0
Benin,2005,702,107,0,595,0,1,0,0,0
Burundi,1992,108,107,0,23,0,105,0,0,0
Central African Rep.,2000,107,107,0,0,0,84,0,0,0
Central African Rep.,1999,107,107,0,0,0,84,0,0,0
St. Kitts-Nevis,1996,101.9,106.9,0,0,0,0,0,0,0
Gibraltar,1994,104,106,0,0,0,0,0,0,0
Seychelles,1991,102,106,0,0,0,0,0,0,0
Samoa,2004,105.3,105.6,0,0,0,50,0,0,0
British Virgin Islands,2006,100,105,0,0,0,0,0,0,0
St. Lucia,1991,101,105,0,0,0,0,0,0,0
Central African Rep.,1997,104,104,0,0,0,82,0,0,0
Maldives,2000,104,104,0,0,0,0,0,0,0
St. Lucia,1990,100,104,0,0,0,0,0,0,0
Central African Rep.,1996,104,104,0,0,0,82,0,0,0
Central African Rep.,1998,104,104,0,0,0,82,0,0,0
Burundi,2003,150.893,103.5,0,52.793,0,101.5,0,0,0
Gibraltar,1993,101,103,0,0,0,0,0,0,0
Grenada,1997,99,103,0,0,0,0,0,0,0
Dominica,2014,99.03,102.43,0,0,0,30.64,0,0,0
Burundi,2005,166.519,102.3,0,71.719,0,100.3,0,0,0
Central African Rep.,1995,102,102,0,0,0,81,0,0,0
Turks and Caicos Islands,2002,99,102,0,0,0,0,0,0,0
Micronesia (Fed. States of),2003,97.3,101.9,0,0,0,0,0.6,0,0
St. Kitts-Nevis,1995,96.8,101.8,0,0,0,0,0,0,0
St. Vincent-Grenadines,2002,99.8,101.8,0,0,0,22,0,0,0
Cabo Verde,1998,98.4,101.6,0,0,0,0,0,0,7.6
Dominica,2012,97.9,101.55,0,0,0,26.75,0,0,0
Marshall Islands,2004,101.3,101.3,0,0,0,0,0,0,0
Palau,1996,96,101,0,0,0,0,0,0,0
Seychelles,1990,97,101,0,0,0,0,0,0,0
Palau,1997,96,101,0,0,0,0,0,0,0
Palau,1998,96,101,0,0,0,0,0,0,0
Burundi,2000,112,101,0,35,0,99,0,0,0
Central African Rep.,1994,101,101,0,0,0,80,0,0,0
Dominica,2013,97.27,100.7,0,0,0,36.71,0,0,0
Marshall Islands,2005,100.5,100.5,0,0,0,0,0,0,0
Dominica,2011,97.2,100.4,0,0,0,35.8,0,0,0
Palau,1995,95,100,0,0,0,0,0,0,0
Rwanda,2002,213.9,100,8.1,136,0,98,0,0,0
Andorra,1997,350,100,0,250,0,100,0,0,0
Chad,2001,91,100,0,0,0,0,0,0,0
Mayotte,2001,93,100,0,0,0,0,0,0,0
Burundi,1999,111,100,0,35,0,98,0,0,0
Palau,1999,95,100,0,0,0,0,0,0,0
American Samoa,1990,98,100,0,0,0,0,0,0,0
Palau,1992,95,100,0,0,0,0,0,0,0
Marshall Islands,2006,100,100,0,0,0,0,0,0,0
Palau,1993,95,100,0,0,0,0,0,0,0
Palau,1994,95,100,0,0,0,0,0,0,0
Palau,2007,94.6,99.6,0,0,0,0,0,0,0
Marshall Islands,2002,99.4,99.4,0,0,0,0,0,0,0
Dominica,2010,95.7,99.1,0,0,0,23.1,0,0,0
Gibraltar,1992,97,99,0,0,0,0,0,0,0
Equatorial Guinea,2003,90,99,0,0,0,39,0,0,0
St. Vincent-Grenadines,2001,96.5,98.8,0,0,0,18.5,0,0,0
Anguilla,2010,96.6,98.6,0,0,0,0,0,0,0
Micronesia (Fed. States of),2002,93.6,98.2,0,0,0,0,0.6,0,0
British Virgin Islands,2005,93,98,0,0,0,0,0,0,0
Antigua and Barbuda,1995,95,98,0,0,0,0,0,0,0
St. Kitts-Nevis,1994,92.6,97.6,0,0,0,0,0,0,0
Congo,1999,226,97,0,191,0,95,0,0,0
Antigua and Barbuda,1994,94,97,0,0,0,0,0,0,0
Central African Rep.,1993,97,97,0,0,0,78,0,0,0
British Virgin Islands,2004,92,97,0,0,0,0,0,0,0
Micronesia (Fed. States of),2004,91.8,96.9,0,0,0,0,1.1,0,0
Sierra Leone,1997,92.4,96.4,0,0,0,0,0,0,0
Marshall Islands,2003,96.4,96.4,0,0,0,0,0,0,0
Sierra Leone,1995,92.2,96.2,0,0,0,0,0,0,0
Central African Rep.,1992,96,96,0,0,0,78,0,0,0
Burundi,2006,147.934,95.3,0,58.534,0,93.3,0,0,0
Anguilla,2011,92.4,95.2,0,0,0,0,0,0,0
Marshall Islands,2007,95,95,0,0,0,0,0,0,0
Antigua and Barbuda,1991,92,95,0,0,0,0,0,0,0
Gambia,1999,89,95,0,0,0,0,0,0,0
Antigua and Barbuda,1992,92,95,0,0,0,0,0,0,0
Antigua and Barbuda,1990,92,95,0,0,0,0,0,0,0
Grenada,1996,91,95,0,0,0,0,0,0,0
Chad,2000,86,95,0,0,0,0,0,0,0
Central African Rep.,1990,95,95,0,0,0,77,0,0,0
Antigua and Barbuda,1993,92,95,0,0,0,0,0,0,0
Sierra Leone,2000,90.7,94.7,0,0,0,15.7,0,0,0
Andorra,2004,525.5,94,0,431.5,0,93,0,0,0
Central African Rep.,1991,94,94,0,0,0,76,0,0,0
Jersey,2001,624.1,93.7,0,530.4,0,0,0,0,0
Burundi,2004,149.629,93.6,0,63.929,0,91.6,0,0,0
St. Vincent-Grenadines,2000,91.5,93.4,0,0,0,24.8,0,0,0
Samoa,2000,92.83,93.2,0,0,0,46.2,0,0,0
Cabo Verde,1997,90.2,93.2,0,0,0,0,0,0,7.2
Maldives,1999,93,93,0,0,0,0,0,0,0
British Virgin Islands,2003,88,93,0,0,0,0,0,0,0
Equatorial Guinea,2001,84,93,0,0,0,39,0,0,0
Equatorial Guinea,2002,84,93,0,0,0,39,0,0,0
Marshall Islands,2009,93,93,0,0,0,0,0,0,0
Dominica,2009,89.6,92.8,0,0,0,23.2,0,0,0
Marshall Islands,2008,92,92,0,0,0,0,0,0,0
Gibraltar,1991,90,92,0,0,0,0,0,0,0
Marshall Islands,2010,92,92,0,0,0,0,0,0,0
Chad,1999,83,92,0,0,0,0,0,0,0
Solomon Islands,2014,89.9,91.9,0,0,0,0,0,0,0
Timor-Leste,2007,91.8,91.8,0,0,0,0,0,0,0
Anguilla,2009,90,91.2,0,0,0,0,0,0,0
Palau,2008,86.2,91.2,0,0,0,0,0,0,0
Andorra,2011,557.4,91.2,0,466.2,0,78.9,0,0,0
Rwanda,2001,199.104,91.004,1.4,122,0,89,0,0,0
Chad,1998,83,91,0,0,0,0,0,0,0
Marshall Islands,2001,91,91,0,0,0,0,0,0,0
British Virgin Islands,2002,87,91,0,0,0,0,0,0,0
Micronesia (Fed. States of),2001,85.9,90.2,0,0,0,0,0.3,0,0
Micronesia (Fed. States of),1999,84.9,90.1,0,0,0,0,0.2,0,0
Gambia,2000,85,90,0,0,0,0,0,0,0
Andorra,1998,370,90,0,280,0,90,0,0,0
Chad,1990,83,90,0,0,0,0,0,0,0
Chad,1997,82,90,0,0,0,0,0,0,0
Chad,1996,82,90,0,0,0,0,0,0,0
Micronesia (Fed. States of),1998,84.4,89.6,0,0,0,0,0.2,0,0
Anguilla,2008,88.3,89.5,0,0,0,0,0,0,0
St. Vincent-Grenadines,1999,87.2,89.5,0,0,0,17.4,0,0,0
Anguilla,2014,86.7,89.5,0,0,0,0,0,0,0
Anguilla,2012,86.9,89.5,0,0,0,0,0,0,0
Solomon Islands,2013,87.1,89.1,0,0,0,0,0,0,0
Anguilla,2007,87.9,89,0,0,0,0,0,0,0
Chad,1995,82,89,0,0,0,0,0,0,0
Micronesia (Fed. States of),2000,84.7,89,0,0,0,0,0.3,0,0
Anguilla,2013,86.1,88.6,0,0,0,0,0,0,0
Cabo Verde,1996,85.1,88.1,0,0,0,0,0,0,7.1
Grenada,1995,84,88,0,0,0,0,0,0,0
Andorra,2012,561.8,87.9,0,473.9,0,76.2,0,0,0
Marshall Islands,2000,87.7,87.7,0,0,0,0,0,0,0
Dominica,2008,84.3,87.5,0,0,0,20.6,0,0,0
Solomon Islands,2010,85.4,87.4,0,0,0,0,0,0,0
St. Kitts-Nevis,1993,82.3,87.3,0,0,0,0,0,0,0
British Virgin Islands,2001,83,87,0,0,0,0,0,0,0
Chad,1991,80,87,0,0,0,0,0,0,0
Gambia,1998,82,87,0,0,0,0,0,0,0
Micronesia (Fed. States of),1997,80.8,86.8,0,0,0,0,0,0,0
Jersey,2007,681.9,86.6,0,595.3,0,0,0,0,0
Dominica,2007,83.3,86.4,0,0,0,21.9,0,0,0
Solomon Islands,2008,84.3,86.3,0,0,0,0,0,0,0
Chad,1993,79,86,0,0,0,0,0,0,0
Micronesia (Fed. States of),1996,81,86,0,0,0,0,0,0,0
Liechtenstein,2012,404,85.9,0,318.1,0,73.5,8.7,0,0
Dominica,2006,82.4,85.4,0,0,0,27.8,0,0,0
Solomon Islands,2007,83.4,85.4,0,0,0,0,0,0,0
Liechtenstein,2013,403.9,85.3,0,318.6,0,69.2,12.7,0,0
St. Vincent-Grenadines,1998,83,85.2,0,0,0,22.1,0,0,0
Marshall Islands,2014,85.2,85.2,0,0,0,0,0.2,0,0
Samoa,1999,80,85,0,0,0,30,0,0,0
Andorra,2005,535.6,85,0,450.6,0,84,0,0,0
Mayotte,2000,79,85,0,0,0,0,0,0,0
Chad,1994,78,85,0,0,0,0,0,0,0
Guernsey,2011,393.2,84.6,0,308.6,0,0,0,0,0
St. Kitts-Nevis,1991,80,84,0,0,0,0,0,0,0
Chad,1992,77,84,0,0,0,0,0,0,0
Micronesia (Fed. States of),1995,80,84,0,0,0,0,0,0,0
Benin,2000,458,84,0,374,0,2,0,0,0
British Virgin Islands,2000,80,84,0,0,0,0,0,0,0
St. Kitts-Nevis,1992,80,84,0,0,0,0,0,0,0
Solomon Islands,2009,81.7,83.7,0,0,0,0,0,0,0
Dominica,2005,82.2,83.7,0,0,0,27.9,0,0,0
Marshall Islands,2013,83.6,83.6,0,0,0,0,0.2,0,0
Sierra Leone,2005,80.6,83.6,0,0,0,18.8,0,0,0
Cabo Verde,1995,80.3,83.3,0,0,0,0,0,0,6.3
Solomon Islands,2012,81.3,83.3,0,0,0,0,0,0,0
Samoa,1998,78,83,0,0,0,30,0,0,0
Palau,2009,77.8,82.8,0,0,0,0,0,0,0
Solomon Islands,2011,80.7,82.7,0,0,0,0,0,0,0
St. Kitts-Nevis,1990,78.4,82.4,0,0,0,0,0,0,0
Samoa,1997,77,82,0,0,0,30,0,0,0
Micronesia (Fed. States of),1994,78,82,0,0,0,0,0,0,0
Jersey,2002,641.4,81.3,0,560.1,0,0,0,0,0
Benin,2004,659,81,0,578,0,1,0,0,0
Maldives,1998,81,81,0,0,0,0,0,0,0
Andorra,2009,587.2,81,0,506.2,0,62,0,0,0
Marshall Islands,1998,81,81,0,0,0,0,0,0,0
Micronesia (Fed. States of),1993,77,81,0,0,0,0,0,0,0
British Virgin Islands,1999,77,81,0,0,0,0,0,0,0
Dominica,2001,79.3,80.9,0,0,0,27,0,0,0
Palau,2010,75.4,80.4,0,0,0,0,0,0,0
St. Vincent-Grenadines,1997,78,80.2,0,0,0,22.2,0,0,0
Andorra,2003,492.4,80,0,412.4,0,80,0,0,0
Grenada,1994,78,80,0,0,0,0,0,0,0
Gambia,1997,76,80,0,0,0,0,0,0,0
Andorra,2001,439.7,80,0,359.7,0,80,0,0,0
Andorra,2000,412.6,80,0,332.6,0,80,0,0,0
Micronesia (Fed. States of),1992,76,80,0,0,0,0,0,0,0
Andorra,1999,393.5,80,0,313.5,0,80,0,0,0
Benin,2003,593,80,0,513,0,2,0,0,0
Turks and Caicos Islands,2001,80,80,0,0,0,0,0,0,0
Andorra,2002,463.3,80,0,383.3,0,80,0,0,0
Dominica,2002,78.4,79.9,0,0,0,35.9,0,0,0
Marshall Islands,1999,79.6,79.6,0,0,0,0,0,0,0
Anguilla,2006,78.3,79.5,0,0,0,0,0,0,0
Guernsey,2006,356.3,79.5,0,276.8,0,0,0,0,0
Cabo Verde,1994,76.7,79.4,0,0,0,0,0,0,5.4
Dominica,2004,77.7,79.2,0,0,0,33.7,0,0,0
Marshall Islands,1996,79.2,79.2,0,0,0,0,0,0,0
Benin,1998,334,79,0,255,0,2,0,0,0
Palau,2014,73.7,79,0,0,0,0,0,0,0
Gibraltar,1990,78,79,0,0,0,0,0,0,0
Liechtenstein,2010,396.6,79,0,317.6,0,71.9,2.8,0,0
Marshall Islands,2011,79,79,0,0,0,0,0,0,0
Andorra,2008,590.8,78.7,0,512.1,0,63,0,0,0
Marshall Islands,1997,78.6,78.6,0,0,0,0,0,0,0
Dominica,2003,76.8,78.5,0,0,0,28.5,0,0,0
Marshall Islands,1995,78,78,0,0,0,0,0,0,0
British Virgin Islands,1998,74,78,0,0,0,0,0,0,0
Marshall Islands,2012,77.7,77.7,0,0,0,0,0.2,0,0
Palau,2013,72.5,77.5,0,0,0,0,0,0,0
Palau,2011,72.5,77.5,0,0,0,0,0,0,0
Palau,2012,72.5,77.5,0,0,0,0,0,0,0
Dominica,2000,76,77,0,0,0,32,0,0,0
St. Vincent-Grenadines,1996,73.9,76,0,0,0,21,0,0,0
Gambia,1996,72,76,0,0,0,0,0,0,0
Andorra,2007,576.7,76,0,500.7,0,57,0,0,0
Micronesia (Fed. States of),2005,72.4,75.5,0,0,0,0,1.1,0,0
Turks and Caicos Islands,2000,75.4,75.4,0,0,0,0,0,0,0
Solomon Islands,2006,73,75,0,0,0,0,0,0,0
British Virgin Islands,1997,71.2,75,0,0,0,0,0,0,0
Solomon Islands,2005,72.1,74.1,0,0,0,0,0,0,0
Marshall Islands,1994,74,74,0,0,0,0,0,0,0
Dominica,1999,73,74,0,0,0,32,0,0,0
Gambia,1995,70,74,0,0,0,0,0,0,0
Samoa,1996,69,74,0,0,0,25,0,0,0
Andorra,2006,555.6,74,0,481.6,0,70,0,0,0
Gambia,1994,69,73,0,0,0,0,0,0,0
Gambia,1993,69,73,0,0,0,0,0,0,0
Sierra Leone,1999,68.9,72.9,0,0,0,0,0,0,0
Liechtenstein,2007,379,72.3,0,306.7,0,68.4,0.3,0,0
Liechtenstein,2011,398.2,72.3,0,326,0,62.2,6.2,0,0
St. Vincent-Grenadines,1995,70.2,72.2,0,0,0,21.2,0,0,0
Timor-Leste,2006,72,72,0,0,0,0,0,0,0
Anguilla,2005,70.6,72,0,0,0,0,0,0,0
Benin,1999,399,72,0,327,0,2,0,0,0
Micronesia (Fed. States of),2006,68.3,71.4,0,0,0,0,1.1,0,0
Liechtenstein,2008,386.3,71.4,0,314.9,0,67.2,0.3,0,0
Solomon Islands,1999,69.3,71.3,0,0,0,0,0,0,0
Gambia,1992,67,71,0,0,0,0,0,0,0
Liechtenstein,2009,377.6,71,0,306.6,0,66,0.9,0,0
Maldives,1997,71,71,0,0,0,0,0,0,0
Micronesia (Fed. States of),2009,70.49,70.49,0,0,0,0,1.3,0,0
Micronesia (Fed. States of),2010,70.23,70.23,0,0,0,0,2,0,0
Gambia,1991,66,70,0,0,0,0,0,0,0
Dominica,1998,69,70,0,0,0,33,0,0,0
Gambia,1990,66,70,0,0,0,0,0,0,0
Marshall Islands,1993,70,70,0,0,0,0,0,0,0
Cabo Verde,1993,67.6,70,0,0,0,0,0,0,2
Micronesia (Fed. States of),2007,69.84,69.84,0,0,0,0,1.2,0,0
Micronesia (Fed. States of),2014,69.56,69.56,0,0,0,0,2,0,0
Timor-Leste,2005,69,69,0,0,0,0,0,0,0
Vanuatu,2010,66.87,68.94,0,0,0,8.01,0,0,5.17
Vanuatu,2009,66.61,68.67,0,0,0,7.41,0,0,5.63
Vanuatu,2008,66.61,68.67,0,0,0,7.41,0,0,5.63
Solomon Islands,2000,66.2,68.2,0,0,0,0,0,0,0
Guernsey,2012,380.8,68.1,0,312.7,0,0,0,0,0
British Virgin Islands,1996,64.5,68,0,0,0,0,0,0,0
Micronesia (Fed. States of),2013,68,68,0,0,0,0,2,0,0
Vanuatu,2011,65.76,67.79,0,0,0,5.69,0.1,0,5
Vanuatu,2013,65.67,67.7,0,0,0,7,0.2,0,3
Vanuatu,2012,65.23,67.35,0,0,0,7.25,0.2,0,2.9
Micronesia (Fed. States of),2012,67.28,67.28,0,0,0,0,2,0,0
Timor-Leste,2004,67,67,0,0,0,0,0,0,0
Sao Tome and Principe,2012,67,67,0,0,0,7,0,0,0
Sao Tome and Principe,2014,67,67,0,0,0,7,0,0,0
Sao Tome and Principe,2013,67,67,0,0,0,7,0,0,0
Solomon Islands,1998,64.8,66.8,0,0,0,0,0,0,0
